,identifier,score,activity,scheme
318,ZINC35483232|decoys_final|mol2|3741|dock4,5.38143359439842,0,hs2
3244,ZINC10642155|decoys_final|mol2|2177|dock3,5.379656172328084,0,hs2
2995,ZINC35889975|decoys_final|mol2|5878|dock3,5.379073777064956,0,hs2
1840,ZINC15078752|decoys_final|mol2|676|dock3,5.376097176784199,0,hs2
98,CHEMBL246604|actives_final|mol2|55|dock5,5.375791785574394,1,hs2
3331,ZINC02958968|decoys_final|mol2|306|dock3,5.371754162354981,0,hs2
5784,ZINC11817898|decoys_final|mol2|3385|dock3,5.370819656596196,0,hs2
3311,ZINC63878102|decoys_final|mol2|1813|dock1,5.37052979492783,0,hs2
6184,ZINC58165646|decoys_final|mol2|5784|dock1,5.36983820174093,0,hs2
2663,ZINC40008135|decoys_final|mol2|3764|dock2,5.366741695341208,0,hs2
2836,ZINC14745653|decoys_final|mol2|5960|dock1,5.366215273434787,0,hs2
3229,ZINC61595177|decoys_final|mol2|4420|dock4,5.365522075933865,0,hs2
2148,ZINC25072147|decoys_final|mol2|5725|dock5,5.365163486627528,0,hs2
5738,ZINC23840696|decoys_final|mol2|5618|dock3,5.364284585655413,0,hs2
2705,ZINC06537856|decoys_final|mol2|2621|dock1,5.363977620772252,0,hs2
6829,ZINC07316719|decoys_final|mol2|565|dock5,5.363275113128684,0,hs2
6367,ZINC12132576|decoys_final|mol2|261|dock1,5.363221529957956,0,hs2
3366,ZINC59225033|decoys_final|mol2|4379|dock3,5.362755573449881,0,hs2
5348,ZINC42943271|decoys_final|mol2|29|dock3,5.361198301737474,0,hs2
5978,ZINC66378098|decoys_final|mol2|1053|dock2,5.3609884498480245,0,hs2
276,ZINC14776778|decoys_final|mol2|2375|dock2,5.357878225867698,0,hs2
6586,ZINC34758715|decoys_final|mol2|3550|dock5,5.356111325421499,0,hs2
1928,ZINC38777313|decoys_final|mol2|6188|dock1,5.355893501648447,0,hs2
3585,ZINC38050162|decoys_final|mol2|2476|dock1,5.352721491803649,0,hs2
2260,ZINC63062875|decoys_final|mol2|4235|dock1,5.351333036533135,0,hs2
2694,ZINC51168452|decoys_final|mol2|1484|dock2,5.351291440465191,0,hs2
1209,ZINC01641518|decoys_final|mol2|4287|dock2,5.350869870494615,0,hs2
2121,ZINC26832109|decoys_final|mol2|5681|dock2,5.349578757891293,0,hs2
5396,ZINC03343987|decoys_final|mol2|965|dock1,5.349293220688235,0,hs2
4531,ZINC14944089|decoys_final|mol2|5133|dock2,5.348953840405454,0,hs2
181,CHEMBL429553|actives_final|mol2|63|dock3,5.348058193521709,1,hs2
1873,ZINC41213065|decoys_final|mol2|4314|dock1,5.3479136747415765,0,hs2
1686,ZINC35791218|decoys_final|mol2|5877|dock1,5.345312553547385,0,hs2
3980,ZINC50986176|decoys_final|mol2|2648|dock3,5.345243373798989,0,hs2
736,ZINC14541948|decoys_final|mol2|617|dock1,5.3449348930974745,0,hs2
6709,ZINC47010285|decoys_final|mol2|699|dock4,5.344196739703839,0,hs2
2808,ZINC38276972|decoys_final|mol2|2690|dock5,5.344028919031684,0,hs2
37,CHEMBL239414|actives_final|mol2|45|dock4,5.343501937521197,1,hs2
2791,ZINC10823099|decoys_final|mol2|5155|dock3,5.342586496731309,0,hs2
4404,ZINC19222173|decoys_final|mol2|4912|dock2,5.3419070096490024,0,hs2
1538,ZINC59794080|decoys_final|mol2|4536|dock5,5.341730732422835,0,hs2
3346,ZINC19372777|decoys_final|mol2|6268|dock2,5.341508630737788,0,hs2
1320,ZINC05945214|decoys_final|mol2|3582|dock1,5.341351944615284,0,hs2
2252,ZINC39666646|decoys_final|mol2|3812|dock4,5.341276551394275,0,hs2
3429,ZINC00871892|decoys_final|mol2|6114|dock5,5.341163334448844,0,hs2
311,ZINC13595736|decoys_final|mol2|521|dock4,5.340591931117835,0,hs2
2386,ZINC14740680|decoys_final|mol2|3366|dock1,5.336593326258694,0,hs2
2248,ZINC52344924|decoys_final|mol2|1486|dock1,5.3365405621314554,0,hs2
6108,ZINC35809877|decoys_final|mol2|4971|dock3,5.335693687612503,0,hs2
135,ZINC36813613|decoys_final|mol2|3950|dock5,5.335486901158541,0,hs2
4011,ZINC34756152|decoys_final|mol2|6386|dock3,5.333882928475034,0,hs2
197,ZINC21997040|decoys_final|mol2|4008|dock1,5.3337770669291364,0,hs2
3155,ZINC12206741|decoys_final|mol2|4948|dock5,5.332226387887525,0,hs2
3544,ZINC19889022|decoys_final|mol2|268|dock2,5.332162424242423,0,hs2
3118,ZINC32635273|decoys_final|mol2|5825|dock3,5.331517236812003,0,hs2
3095,ZINC16474897|decoys_final|mol2|3198|dock2,5.331043627266453,0,hs2
2581,ZINC58246702|decoys_final|mol2|5439|dock5,5.330505068198806,0,hs2
4545,ZINC36170543|decoys_final|mol2|6767|dock5,5.328694989645232,0,hs2
2918,ZINC18831263|decoys_final|mol2|323|dock1,5.328573149305368,0,hs2
3959,CHEMBL398396|actives_final|mol2|40|dock5,5.328457565842361,1,hs2
2597,ZINC09796010|decoys_final|mol2|4973|dock2,5.326743302762523,0,hs2
4954,ZINC45545773|decoys_final|mol2|841|dock3,5.325861821036523,0,hs2
4265,ZINC15659088|decoys_final|mol2|3544|dock1,5.325217829240775,0,hs2
2028,ZINC37833704|decoys_final|mol2|2036|dock2,5.324182437145658,0,hs2
3277,ZINC55242549|decoys_final|mol2|3370|dock5,5.323873687931692,0,hs2
6746,ZINC12443433|decoys_final|mol2|2220|dock1,5.322801275654947,0,hs2
5344,ZINC38847889|decoys_final|mol2|538|dock4,5.320260081126225,0,hs2
310,ZINC04077592|decoys_final|mol2|4972|dock4,5.319777647403929,0,hs2
2981,ZINC27528957|decoys_final|mol2|4652|dock5,5.318117626648161,0,hs2
6976,ZINC12296867|decoys_final|mol2|4950|dock3,5.317727082790174,0,hs2
3126,ZINC02857770|decoys_final|mol2|6408|dock1,5.315216797858202,0,hs2
3336,ZINC12093360|decoys_final|mol2|5500|dock5,5.315141678299985,0,hs2
1654,ZINC40896046|decoys_final|mol2|693|dock4,5.314633412850054,0,hs2
6428,ZINC13116447|decoys_final|mol2|1045|dock3,5.314179571892665,0,hs2
3213,ZINC05242621|decoys_final|mol2|5853|dock1,5.313326580634348,0,hs2
90,CHEMBL246422|actives_final|mol2|119|dock5,5.312625571047637,1,hs2
3033,ZINC08177881|decoys_final|mol2|2989|dock2,5.312611153053676,0,hs2
4223,ZINC20210999|decoys_final|mol2|5615|dock5,5.311526405876689,0,hs2
2545,ZINC09256854|decoys_final|mol2|923|dock1,5.309706744868033,0,hs2
66,ZINC45025315|decoys_final|mol2|1498|dock3,5.308480389422389,0,hs2
5368,ZINC11936438|decoys_final|mol2|807|dock2,5.306587385749633,0,hs2
2872,ZINC39946467|decoys_final|mol2|5894|dock4,5.306350377384384,0,hs2
6793,ZINC39466659|decoys_final|mol2|6487|dock1,5.306151067323483,0,hs2
3908,ZINC38848209|decoys_final|mol2|3567|dock3,5.305008552006096,0,hs2
2190,ZINC39549087|decoys_final|mol2|1381|dock4,5.30345583968972,0,hs2
2235,ZINC09035340|decoys_final|mol2|411|dock4,5.301099980630648,0,hs2
6379,ZINC66882531|decoys_final|mol2|854|dock4,5.300855438588357,0,hs2
5893,ZINC12430758|decoys_final|mol2|6061|dock3,5.299315126189219,0,hs2
2628,ZINC16737368|decoys_final|mol2|5186|dock5,5.298933719892953,0,hs2
4152,ZINC20118053|decoys_final|mol2|674|dock3,5.297845556121823,0,hs2
3013,ZINC13560803|decoys_final|mol2|6467|dock2,5.295682805190589,0,hs2
6784,ZINC64044016|decoys_final|mol2|5994|dock1,5.295372905155486,0,hs2
5090,ZINC35747701|decoys_final|mol2|3854|dock2,5.29437277585718,0,hs2
1596,ZINC05486580|decoys_final|mol2|2880|dock3,5.292725332700366,0,hs2
6534,ZINC40317991|decoys_final|mol2|4725|dock4,5.2915136067087705,0,hs2
2944,ZINC48698455|decoys_final|mol2|127|dock4,5.289904402894122,0,hs2
6782,ZINC63437182|decoys_final|mol2|3780|dock1,5.2893048829701375,0,hs2
282,ZINC29704481|decoys_final|mol2|5364|dock2,5.287472319521108,0,hs2
2489,ZINC04631710|decoys_final|mol2|3581|dock2,5.286544832654907,0,hs2
3042,ZINC40181583|decoys_final|mol2|5925|dock4,5.2851805580558056,0,hs2
3351,ZINC39324960|decoys_final|mol2|539|dock4,5.285136647254846,0,hs2
6117,ZINC11816899|decoys_final|mol2|860|dock1,5.284465362299467,0,hs2
2646,ZINC05570073|decoys_final|mol2|154|dock3,5.283315643648761,0,hs2
3101,ZINC08788482|decoys_final|mol2|4641|dock3,5.2819193524585915,0,hs2
7061,ZINC48324788|decoys_final|mol2|546|dock3,5.279829107822577,0,hs2
6573,ZINC24799166|decoys_final|mol2|822|dock5,5.279329965736752,0,hs2
2394,ZINC03230009|decoys_final|mol2|4750|dock3,5.278311839173108,0,hs2
2970,ZINC37588026|decoys_final|mol2|3749|dock5,5.2783089136842865,0,hs2
1380,ZINC43049488|decoys_final|mol2|95|dock4,5.275597583399002,0,hs2
2051,ZINC13136315|decoys_final|mol2|6753|dock1,5.27400023631249,0,hs2
1813,ZINC36813013|decoys_final|mol2|1123|dock5,5.273644116810589,0,hs2
6781,ZINC66531329|decoys_final|mol2|3421|dock4,5.273249874327454,0,hs2
2217,ZINC19574789|decoys_final|mol2|5466|dock5,5.272060767267081,0,hs2
6545,ZINC61645778|decoys_final|mol2|896|dock5,5.271498339235379,0,hs2
4679,ZINC11814838|decoys_final|mol2|559|dock1,5.271241325818852,0,hs2
3107,ZINC15699254|decoys_final|mol2|6123|dock3,5.270422996998384,0,hs2
5518,ZINC64626536|decoys_final|mol2|5387|dock3,5.265920153052018,0,hs2
4432,ZINC64040679|decoys_final|mol2|850|dock1,5.265848606570788,0,hs2
6640,ZINC11783271|decoys_final|mol2|5548|dock4,5.265517610461629,0,hs2
2385,ZINC31318357|decoys_final|mol2|5173|dock3,5.262354369625461,0,hs2
2113,CHEMBL205437|actives_final|mol2|153|dock3,5.261063707864974,1,hs2
3723,ZINC48798056|decoys_final|mol2|3667|dock2,5.259419728277147,0,hs2
84,ZINC22792374|decoys_final|mol2|269|dock2,5.257470016891892,0,hs2
5843,ZINC64044014|decoys_final|mol2|5993|dock1,5.257170619002119,0,hs2
2825,ZINC19171371|decoys_final|mol2|5848|dock2,5.2569573579763516,0,hs2
341,ZINC51630976|decoys_final|mol2|1346|dock2,5.256405853658537,0,hs2
5799,ZINC35574087|decoys_final|mol2|5067|dock3,5.2553915824025275,0,hs2
6814,ZINC55242566|decoys_final|mol2|5588|dock5,5.2550870377153425,0,hs2
189,CHEMBL1173704|actives_final|mol2|4|dock1,5.253399395321429,1,hs2
2571,ZINC08519971|decoys_final|mol2|4270|dock4,5.2512372821365165,0,hs2
3263,ZINC38726889|decoys_final|mol2|3561|dock5,5.249409183494362,0,hs2
185,ZINC19985179|decoys_final|mol2|3997|dock3,5.247980654642619,0,hs2
4656,ZINC62704005|decoys_final|mol2|6349|dock2,5.247662302746932,0,hs2
5431,ZINC35790597|decoys_final|mol2|5970|dock5,5.247473811879609,0,hs2
3889,ZINC34799299|decoys_final|mol2|5175|dock4,5.247303983014196,0,hs2
3815,ZINC39940855|decoys_final|mol2|5536|dock5,5.247301485874948,0,hs2
3021,ZINC37054254|decoys_final|mol2|2735|dock2,5.246962731364028,0,hs2
3367,ZINC17663168|decoys_final|mol2|5736|dock1,5.245731326125695,0,hs2
6538,ZINC19608073|decoys_final|mol2|3388|dock1,5.244778382376249,0,hs2
1904,ZINC40343809|decoys_final|mol2|3770|dock5,5.24390317732478,0,hs2
2284,ZINC35684617|decoys_final|mol2|4459|dock5,5.24214551421832,0,hs2
3179,ZINC12923753|decoys_final|mol2|5664|dock3,5.239291521900713,0,hs2
6933,ZINC08892238|decoys_final|mol2|507|dock3,5.237658390010968,0,hs2
4609,ZINC22059870|decoys_final|mol2|5126|dock4,5.234459479446534,0,hs2
5476,ZINC39521015|decoys_final|mol2|690|dock5,5.233637208763405,0,hs2
6768,ZINC39511343|decoys_final|mol2|6087|dock1,5.233429232483158,0,hs2
2327,ZINC36937532|decoys_final|mol2|2294|dock3,5.230924881048446,0,hs2
3407,ZINC12079663|decoys_final|mol2|259|dock2,5.230804073349523,0,hs2
3631,ZINC33898503|decoys_final|mol2|3713|dock3,5.2297184143222495,0,hs2
724,ZINC63208904|decoys_final|mol2|298|dock4,5.229690762794193,0,hs2
5124,ZINC39946503|decoys_final|mol2|5895|dock3,5.229680572288545,0,hs2
1938,ZINC62829651|decoys_final|mol2|4335|dock1,5.229286704270749,0,hs2
5356,ZINC08623167|decoys_final|mol2|3228|dock4,5.229276843969995,0,hs2
2651,ZINC38657887|decoys_final|mol2|4778|dock1,5.229043483938365,0,hs2
2068,ZINC28134365|decoys_final|mol2|5519|dock3,5.228131507263924,0,hs2
38,CHEMBL247044|actives_final|mol2|177|dock2,5.22636674064036,1,hs2
6839,ZINC38596284|decoys_final|mol2|3305|dock5,5.224261315042432,0,hs2
2447,ZINC19535808|decoys_final|mol2|6068|dock5,5.223960768694612,0,hs2
1441,ZINC57719339|decoys_final|mol2|5892|dock3,5.2232439200702245,0,hs2
141,ZINC63581783|decoys_final|mol2|5897|dock4,5.2227814807060655,0,hs2
119,ZINC38959013|decoys_final|mol2|3760|dock2,5.221305098416971,0,hs2
2813,ZINC67008985|decoys_final|mol2|4285|dock5,5.221160362457923,0,hs2
2953,ZINC09435295|decoys_final|mol2|5092|dock4,5.219911896902875,0,hs2
6595,ZINC39228651|decoys_final|mol2|5071|dock1,5.2197755054573,0,hs2
1860,ZINC62712742|decoys_final|mol2|2966|dock3,5.21757756741197,0,hs2
4330,ZINC03401372|decoys_final|mol2|616|dock4,5.217525259442332,0,hs2
2455,ZINC05164185|decoys_final|mol2|1387|dock5,5.216678855335614,0,hs2
3769,ZINC12308686|decoys_final|mol2|519|dock1,5.216106731563992,0,hs2
4043,ZINC65025573|decoys_final|mol2|3731|dock4,5.21557197290193,0,hs2
4602,ZINC20150263|decoys_final|mol2|2417|dock4,5.215034302124496,0,hs2
3249,ZINC57317255|decoys_final|mol2|5839|dock1,5.21401687059696,0,hs2
3972,ZINC66114970|decoys_final|mol2|2516|dock3,5.213975875240463,0,hs2
6725,ZINC39198140|decoys_final|mol2|5627|dock1,5.213364643262494,0,hs2
2760,ZINC43265271|decoys_final|mol2|4064|dock1,5.213321639537748,0,hs2
3085,ZINC31201897|decoys_final|mol2|741|dock4,5.210889039753877,0,hs2
6024,ZINC04035715|decoys_final|mol2|536|dock5,5.208732752837684,0,hs2
3211,ZINC15734838|decoys_final|mol2|5611|dock4,5.208474830916418,0,hs2
3188,ZINC21241081|decoys_final|mol2|6174|dock2,5.204006479907944,0,hs2
6985,ZINC38850152|decoys_final|mol2|3756|dock1,5.2039183302332335,0,hs2
890,ZINC51090846|decoys_final|mol2|2650|dock2,5.2029019531452905,0,hs2
3943,ZINC20233369|decoys_final|mol2|6269|dock2,5.201252642120014,0,hs2
3690,ZINC43677074|decoys_final|mol2|6785|dock4,5.199905226201006,0,hs2
3046,ZINC12643612|decoys_final|mol2|770|dock4,5.196383386928897,0,hs2
6803,ZINC06531079|decoys_final|mol2|6389|dock5,5.1956458445064575,0,hs2
2891,ZINC00697354|decoys_final|mol2|6100|dock3,5.194897647806739,0,hs2
220,CHEMBL399378|actives_final|mol2|60|dock2,5.194808438918906,1,hs2
555,ZINC44020085|decoys_final|mol2|2856|dock2,5.19398535930075,0,hs2
2514,ZINC52637031|decoys_final|mol2|547|dock5,5.193571739934282,0,hs2
2398,ZINC13914952|decoys_final|mol2|2179|dock1,5.191459398670067,0,hs2
3874,CHEMBL250533|actives_final|mol2|174|dock4,5.1905129672875026,1,hs2
3067,ZINC63213770|decoys_final|mol2|4426|dock3,5.189744793987641,0,hs2
2943,ZINC39708231|decoys_final|mol2|3570|dock5,5.189196329335455,0,hs2
5646,ZINC37522633|decoys_final|mol2|5973|dock3,5.189037173972521,0,hs2
2504,ZINC32869153|decoys_final|mol2|5728|dock2,5.18869692754112,0,hs2
2427,ZINC42275266|decoys_final|mol2|6625|dock3,5.186823372367412,0,hs2
6706,ZINC63531367|decoys_final|mol2|5990|dock2,5.186172731393947,0,hs2
3838,ZINC04607880|decoys_final|mol2|3378|dock5,5.18594139067106,0,hs2
2926,ZINC11753544|decoys_final|mol2|5600|dock1,5.1838969242711075,0,hs2
2945,ZINC14744475|decoys_final|mol2|977|dock5,5.182725953023215,0,hs2
2636,ZINC06606725|decoys_final|mol2|1420|dock3,5.181571613342411,0,hs2
2658,ZINC14532977|decoys_final|mol2|1074|dock4,5.178929403173601,0,hs2
2298,ZINC33957736|decoys_final|mol2|795|dock3,5.177834245003528,0,hs2
92,CHEMBL250533|actives_final|mol2|172|dock2,5.177168478823651,1,hs2
6437,ZINC08778578|decoys_final|mol2|255|dock1,5.177115221026078,0,hs2
3605,ZINC14039069|decoys_final|mol2|363|dock4,5.176994843779183,0,hs2
6425,ZINC12432350|decoys_final|mol2|5553|dock1,5.172217171717171,0,hs2
2106,ZINC46838922|decoys_final|mol2|3817|dock3,5.171935985728509,0,hs2
3557,ZINC43110512|decoys_final|mol2|4056|dock5,5.171465302303339,0,hs2
1861,CHEMBL401006|actives_final|mol2|87|dock2,5.171138463787784,1,hs2
4921,ZINC44465086|decoys_final|mol2|2948|dock5,5.169793038552505,0,hs2
2538,ZINC55503741|decoys_final|mol2|4281|dock2,5.169460225873795,0,hs2
6354,ZINC11784210|decoys_final|mol2|6059|dock4,5.168714523443785,0,hs2
3649,ZINC34905042|decoys_final|mol2|829|dock4,5.168490124740125,0,hs2
6741,ZINC35486274|decoys_final|mol2|5065|dock1,5.168307958798548,0,hs2
6014,ZINC66542562|decoys_final|mol2|5540|dock3,5.168081229474549,0,hs2
247,ZINC23366919|decoys_final|mol2|982|dock4,5.1678033714010345,0,hs2
2238,ZINC64015192|decoys_final|mol2|553|dock4,5.167562247191012,0,hs2
5728,ZINC43746347|decoys_final|mol2|1034|dock5,5.165901699507812,0,hs2
6925,ZINC03208069|decoys_final|mol2|810|dock4,5.1654449850115505,0,hs2
6798,ZINC66535647|decoys_final|mol2|6301|dock2,5.163835889662325,0,hs2
5085,ZINC33478985|decoys_final|mol2|4963|dock2,5.160298234537717,0,hs2
4476,ZINC51036137|decoys_final|mol2|2496|dock5,5.160056113836903,0,hs2
3538,ZINC18198346|decoys_final|mol2|1371|dock5,5.158408120746378,0,hs2
1188,CHEMBL246603|actives_final|mol2|132|dock5,5.155586684312328,1,hs2
3323,ZINC11838401|decoys_final|mol2|515|dock1,5.155552105191905,0,hs2
2865,ZINC55476837|decoys_final|mol2|1754|dock3,5.155447121122583,0,hs2
6133,ZINC34725469|decoys_final|mol2|5064|dock4,5.154441509036825,0,hs2
335,ZINC37091655|decoys_final|mol2|2079|dock2,5.1536196647333625,0,hs2
498,ZINC32879828|decoys_final|mol2|1374|dock4,5.153498523064178,0,hs2
3022,ZINC59926046|decoys_final|mol2|350|dock5,5.148718902675851,0,hs2
2755,ZINC09089833|decoys_final|mol2|5988|dock4,5.148292868040851,0,hs2
2648,ZINC41601554|decoys_final|mol2|1637|dock1,5.14790259295696,0,hs2
3465,ZINC39549205|decoys_final|mol2|799|dock2,5.1449079265863915,0,hs2
5015,ZINC39468677|decoys_final|mol2|4918|dock4,5.14485359911091,0,hs2
2838,ZINC20189596|decoys_final|mol2|212|dock2,5.144378938081583,0,hs2
2764,ZINC04525917|decoys_final|mol2|6609|dock3,5.143485615576277,0,hs2
6843,ZINC14532076|decoys_final|mol2|4899|dock5,5.141014354611691,0,hs2
6635,ZINC12791060|decoys_final|mol2|564|dock2,5.140901713393488,0,hs2
2521,ZINC12247736|decoys_final|mol2|6118|dock3,5.140229169493641,0,hs2
3079,ZINC13473983|decoys_final|mol2|1112|dock5,5.136411001456421,0,hs2
4059,ZINC14987863|decoys_final|mol2|5863|dock1,5.134994499141008,0,hs2
2358,ZINC39659721|decoys_final|mol2|1990|dock5,5.132568088694702,0,hs2
6802,ZINC19522352|decoys_final|mol2|5356|dock2,5.129661721367221,0,hs2
3172,ZINC49444025|decoys_final|mol2|5837|dock1,5.128604104554133,0,hs2
815,ZINC21167207|decoys_final|mol2|5315|dock2,5.1281257253384895,0,hs2
6692,CHEMBL246603|actives_final|mol2|130|dock5,5.124299859010512,1,hs2
2914,ZINC09464818|decoys_final|mol2|415|dock2,5.122662538933745,0,hs2
3853,ZINC67211762|decoys_final|mol2|5949|dock3,5.122217800697026,0,hs2
2939,ZINC04313946|decoys_final|mol2|4492|dock4,5.119223295039728,0,hs2
3334,ZINC14499130|decoys_final|mol2|6027|dock3,5.118222060407265,0,hs2
6035,ZINC49540108|decoys_final|mol2|1793|dock2,5.115285114063827,0,hs2
2861,ZINC36312160|decoys_final|mol2|3553|dock4,5.114378792148021,0,hs2
2043,ZINC17122061|decoys_final|mol2|1623|dock5,5.113760131975752,0,hs2
2947,ZINC39712018|decoys_final|mol2|587|dock3,5.112126616703687,0,hs2
3523,ZINC10834563|decoys_final|mol2|1063|dock2,5.11189967146163,0,hs2
2850,ZINC04075080|decoys_final|mol2|1362|dock5,5.1102775333952,0,hs2
5105,ZINC04264078|decoys_final|mol2|963|dock5,5.109460514640638,0,hs2
3310,ZINC00900098|decoys_final|mol2|1009|dock5,5.107605133973188,0,hs2
3296,ZINC11910701|decoys_final|mol2|6363|dock4,5.105206413391009,0,hs2
3007,ZINC13727581|decoys_final|mol2|3283|dock5,5.103694116373979,0,hs2
2610,ZINC26440850|decoys_final|mol2|2908|dock3,5.102757832558094,0,hs2
4116,ZINC43604410|decoys_final|mol2|3368|dock2,5.10264896188851,0,hs2
4569,ZINC09387280|decoys_final|mol2|5047|dock1,5.101731537931075,0,hs2
1496,ZINC12659512|decoys_final|mol2|5858|dock5,5.100267264800658,0,hs2
2845,ZINC39412677|decoys_final|mol2|634|dock3,5.097531123703858,0,hs2
4397,ZINC60066277|decoys_final|mol2|700|dock2,5.096794192177218,0,hs2
3471,ZINC12330706|decoys_final|mol2|317|dock4,5.096183080996752,0,hs2
6522,ZINC67379469|decoys_final|mol2|5393|dock3,5.095893635865209,0,hs2
6578,ZINC45194491|decoys_final|mol2|5079|dock3,5.095667774086379,0,hs2
2957,ZINC19229106|decoys_final|mol2|5613|dock4,5.094446784166708,0,hs2
3204,ZINC43677069|decoys_final|mol2|6235|dock2,5.0939834313171914,0,hs2
6269,ZINC33140730|decoys_final|mol2|4962|dock4,5.093844593223776,0,hs2
154,CHEMBL248400|actives_final|mol2|37|dock5,5.0927572713956915,1,hs2
3166,ZINC26025453|decoys_final|mol2|2565|dock5,5.091390875868799,0,hs2
6121,ZINC63375041|decoys_final|mol2|3779|dock3,5.09050615261395,0,hs2
3473,ZINC11239835|decoys_final|mol2|2521|dock3,5.08964688110894,0,hs2
2198,ZINC30942470|decoys_final|mol2|3139|dock1,5.088357304525601,0,hs2
1616,ZINC01817359|decoys_final|mol2|6053|dock4,5.088283970987999,0,hs2
2293,ZINC20005771|decoys_final|mol2|1670|dock1,5.087594467049794,0,hs2
374,ZINC12655943|decoys_final|mol2|4096|dock1,5.086962053496137,0,hs2
6654,ZINC28761687|decoys_final|mol2|3391|dock4,5.085502204279773,0,hs2
6155,ZINC63140410|decoys_final|mol2|999|dock3,5.085014488812201,0,hs2
305,ZINC19722695|decoys_final|mol2|5867|dock2,5.08471804676512,0,hs2
3406,ZINC62129105|decoys_final|mol2|649|dock3,5.079575991386127,0,hs2
4015,ZINC37063899|decoys_final|mol2|14|dock2,5.078617522297701,0,hs2
4029,ZINC10061731|decoys_final|mol2|5856|dock2,5.078576750218683,0,hs2
5150,ZINC19908719|decoys_final|mol2|4955|dock1,5.075120951656047,0,hs2
1615,CHEMBL380186|actives_final|mol2|33|dock4,5.0737618147448,1,hs2
3202,ZINC22897829|decoys_final|mol2|5722|dock1,5.071180810851835,0,hs2
2438,ZINC46023508|decoys_final|mol2|2050|dock5,5.069365951961118,0,hs2
6371,ZINC64636623|decoys_final|mol2|900|dock5,5.06819837874885,0,hs2
5685,ZINC66276645|decoys_final|mol2|151|dock3,5.0675832719609915,0,hs2
1344,ZINC64636472|decoys_final|mol2|2814|dock5,5.0659012314439975,0,hs2
3541,ZINC12726986|decoys_final|mol2|3344|dock4,5.0656888885645355,0,hs2
1471,ZINC44467435|decoys_final|mol2|2949|dock1,5.063648721745301,0,hs2
1369,ZINC27588685|decoys_final|mol2|6180|dock3,5.062111945047952,0,hs2
3318,ZINC25607542|decoys_final|mol2|5170|dock3,5.058633738191633,0,hs2
292,CHEMBL1170621|actives_final|mol2|79|dock2,5.05830532212885,1,hs2
4014,ZINC40967718|decoys_final|mol2|5077|dock2,5.057363283509872,0,hs2
4471,ZINC64157787|decoys_final|mol2|899|dock4,5.0552763785555825,0,hs2
2665,ZINC35606782|decoys_final|mol2|4457|dock2,5.052064524288949,0,hs2
2927,ZINC63867184|decoys_final|mol2|848|dock5,5.05113322818625,0,hs2
3497,ZINC09990195|decoys_final|mol2|710|dock4,5.04932797982737,0,hs2
2882,ZINC40732921|decoys_final|mol2|1478|dock1,5.049024315019626,0,hs2
6761,ZINC19360663|decoys_final|mol2|5510|dock3,5.049023079419162,0,hs2
2773,CHEMBL398396|actives_final|mol2|39|dock2,5.046212815197636,1,hs2
6313,ZINC19664413|decoys_final|mol2|267|dock4,5.04554974693505,0,hs2
6336,ZINC14534515|decoys_final|mol2|5055|dock1,5.045476270053475,0,hs2
5075,ZINC63372402|decoys_final|mol2|3320|dock3,5.044379613068998,0,hs2
2984,ZINC43666540|decoys_final|mol2|2847|dock1,5.0438243699482666,0,hs2
2221,ZINC00286125|decoys_final|mol2|4141|dock1,5.041641529556726,0,hs2
6533,ZINC11814227|decoys_final|mol2|6260|dock1,5.039034125721464,0,hs2
2965,ZINC27602966|decoys_final|mol2|3896|dock5,5.0389707272886195,0,hs2
633,ZINC20479999|decoys_final|mol2|2288|dock1,5.03814554095618,0,hs2
2996,ZINC62789146|decoys_final|mol2|1660|dock4,5.037521500158858,0,hs2
3877,ZINC61594645|decoys_final|mol2|4415|dock2,5.03728729768818,0,hs2
3688,ZINC26491802|decoys_final|mol2|1417|dock5,5.037248855504735,0,hs2
2887,ZINC63204807|decoys_final|mol2|4930|dock1,5.036434357785119,0,hs2
4124,ZINC59170785|decoys_final|mol2|4074|dock4,5.033803156359893,0,hs2
221,CHEMBL251142|actives_final|mol2|19|dock3,5.032279806337928,1,hs2
3457,ZINC37929593|decoys_final|mol2|1730|dock4,5.028837048784592,0,hs2
3969,CHEMBL470776|actives_final|mol2|151|dock1,5.02840533216636,1,hs2
1301,ZINC55748442|decoys_final|mol2|2913|dock5,5.0275183386845335,0,hs2
6879,ZINC02824881|decoys_final|mol2|5953|dock4,5.026648356721979,0,hs2
6476,ZINC39503223|decoys_final|mol2|5329|dock4,5.025087982305234,0,hs2
2561,ZINC49043171|decoys_final|mol2|2395|dock5,5.022317863687759,0,hs2
336,ZINC24904497|decoys_final|mol2|6077|dock2,5.021566789007026,0,hs2
6114,ZINC57712499|decoys_final|mol2|5891|dock1,5.021269881343093,0,hs2
2685,ZINC05446707|decoys_final|mol2|6101|dock4,5.0202257957206715,0,hs2
3076,ZINC62130087|decoys_final|mol2|1047|dock1,5.0184131070174045,0,hs2
6657,ZINC63137126|decoys_final|mol2|3777|dock1,5.017622391933713,0,hs2
3952,ZINC24842517|decoys_final|mol2|530|dock4,5.016844676054002,0,hs2
1726,ZINC61692141|decoys_final|mol2|4184|dock3,5.0166147352107515,0,hs2
2652,ZINC67548931|decoys_final|mol2|1254|dock1,5.013779199247213,0,hs2
